project_id,project_name,address,neighborhood,status,units_total,permit_count,valuation_total,first_date_received,last_date_issued,last_final_date,longitude,latitude,developer,permit_case_id,source_url,source_type,notes,last_updated
2495 S Saint Paul ST SFD,2495 S Saint Paul ST SFD,2495 S Saint Paul ST SFD,University Park,Under Construction,1,1,719408.0,2024-01-05,2024-09-20,,-104.951249,39.671362,MJS PROPERTIES LLC,2495 S Saint Paul ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2325 W 33rd AVE 1/2 DUPLEX,2325 W 33rd AVE 1/2 DUPLEX,2325 W 33rd AVE 1/2 DUPLEX,Highland,Under Construction,1,1,257264.0,2022-10-10,2024-05-02,,-105.015016,39.763374,ROG & WILCO CONSTRUCTION LLC,2325 W 33rd AVE 1/2 DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3955 W 38th 503,3955 W 38th 503,3955 W 38th 503,Berkeley,Under Construction,1,1,189910.0,2024-01-21,2025-01-30,,-105.039,39.769704,REDT CONSTRUCTION LLC,3955 W 38th 503,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3217 S ELM ST,3217 S ELM ST,3217 S ELM ST,University Hills,Under Construction,1,1,384000.0,2022-03-30,2022-05-26,,-104.929768,39.658552,ZACKERY ENTERPRISES,3217 S ELM ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
6605 N CATHAY ST SFR,6605 N CATHAY ST SFR,6605 N CATHAY ST SFR,DIA,Under Construction,1,1,205828.0,2022-03-29,2022-11-01,,-104.767657,39.816607,WILLIAM LYON HOMES INC,6605 N CATHAY ST SFR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0003877,6368 N DAYTON CT SFR,6368 N DAYTON CT SFR,Central Park,Under Construction,1,1,722868.0,2022-04-15,2022-05-11,,-104.877482,39.811899,PARKWOOD HOMES-STAPLETON II INC,2021-LOG-0003877,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2018-LOG-0005864,4984 N MALAYA ST,4984 N MALAYA ST,Gateway - Green Valley Ranch,Under Construction,1,1,367174.0,2018-11-21,2018-12-17,,-104.742466,39.786058,OAKWOOD HOMES LLC,2018-LOG-0005864,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0015712,1336 N KALAMATH ST 1/2,1336 N KALAMATH ST 1/2,Lincoln Park,Under Construction,1,1,90889.0,2022-01-27,2022-08-24,,-104.999897,39.737612,HAWKEYE RENOVATIONS,2021-LOG-0015712,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
581 S RACE ST SFD,581 S RACE ST SFD,581 S RACE ST SFD,Washington Park,Under Construction,1,1,520325.0,2022-11-10,2023-05-23,,-104.964207,39.70603,LARSEN DEVELOPMENT COMPANY,581 S RACE ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
760 N JERSEY ST SFD,760 N JERSEY ST SFD,760 N JERSEY ST SFD,Montclair,Under Construction,1,1,834334.0,2022-11-16,2024-02-20,,-104.919122,39.728223,RUHR VALLEY GENERAL CONTRACTING LLC,760 N JERSEY ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0003150,241 N HUDSON ST,241 N HUDSON ST,Hilltop,Under Construction,1,1,707000.0,2022-10-19,2022-10-26,,-104.923767,39.720235,HENRY DEVELOPMENT LLC,2022-LOG-0003150,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0010620,18250 E 51ST PL,18250 E 51ST PL,Gateway - Green Valley Ranch,Under Construction,1,1,128849.0,2022-10-06,2022-11-28,,-104.775803,39.7903,OAKWOOD HOMES LLC,2022-LOG-0010620,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1395 S COLUMBINE ST,1395 S COLUMBINE ST,1395 S COLUMBINE ST,Cory - Merrill,Under Construction,1,1,546088.0,2022-07-23,2022-09-25,,-104.957205,39.691296,CHASE CUSTOM HOMES INC,1395 S COLUMBINE ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0011994,6375 N DALLAS WAY,6375 N DALLAS WAY,Central Park,Under Construction,1,1,213450.0,2021-10-23,2021-10-26,,-104.873423,39.812029,BROOKFIELD (COLORADO) MANAGEMENT LLC,2021-LOG-0011994,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0014535,754 S YORK ST,754 S YORK ST,Washington Park,Under Construction,1,1,0.0,2021-12-03,2022-01-26,,-104.960244,39.702745,DENVER BUILDERS INC,2021-LOG-0014535,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0003454,9870 E 63RD DR,9870 E 63RD DR,Central Park,Under Construction,1,1,935055.0,2022-05-31,2022-07-27,,-104.873429,39.812495,INFINITY HOME COLLECTION AT STAPLETON LLC,2022-LOG-0003454,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2023-LOG-0013811,2865 W Center ADU,2865 W Center ADU,Athmar Park,Under Construction,1,1,150000.0,2024-02-20,2025-01-14,,-105.023429,39.705815,NEW ERA CONSTRUCTION INC,2023-LOG-0013811,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2435 S MADISON ST,2435 S MADISON ST,2435 S MADISON ST,University Park,Under Construction,1,1,700000.0,2022-05-12,2022-08-25,,-104.946865,39.672311,VINTAGE DENVER HOMES LLC,2435 S MADISON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0002684,6356 N ELMIRA CT,6356 N ELMIRA CT,Central Park,Under Construction,1,1,352000.0,2022-05-06,2022-12-13,,-104.871799,39.811298,INFINITY HOME COLLECTION AT STAPLETON LLC,2022-LOG-0002684,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0010990,18244 E 51ST PL,18244 E 51ST PL,Gateway - Green Valley Ranch,Under Construction,1,1,128849.0,2022-10-06,2022-12-02,,-104.775928,39.790301,OAKWOOD HOMES LLC,2022-LOG-0010990,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2730 N CLAY ST,2730 N CLAY ST,2730 N CLAY ST,Jefferson Park,Under Construction,1,1,362000.0,2022-02-17,2022-05-25,,-105.020085,39.756677,MODERN TRADITIONS INC,2730 N CLAY ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0001844,6311 N HANOVER ST,6311 N HANOVER ST,Central Park,Under Construction,1,1,218469.0,2022-07-31,2022-09-01,,-104.866759,39.81123,BOULDER CREEK BUILDERS LLC,2022-LOG-0001844,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1675 S MADISON ST SFR,1675 S MADISON ST SFR,1675 S MADISON ST SFR,Cory - Merrill,Under Construction,1,1,865000.0,2021-12-13,2022-06-09,,-104.946823,39.686139,PARAGON REAL ESTATE AND DEVELOPMENT INC,1675 S MADISON ST SFR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2424 N STUART CT 1/2,2424 N STUART CT 1/2,2424 N STUART CT 1/2,Sloan Lake,Under Construction,1,1,140000.0,2022-08-08,2023-06-22,,-105.042139,39.752633,GLOBAL EPC SERVICES INC,2424 N STUART CT 1/2,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
8 S COLORADO BLVD DUPLEX,8 S COLORADO BLVD DUPLEX,8 S COLORADO BLVD DUPLEX,Hilltop,Under Construction,1,1,240022.0,2021-07-09,2021-10-08,,-104.940425,39.715942,DENVER LUXURY BUILDERS LLC,8 S COLORADO BLVD DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0005959,9782 E 62ND DR,9782 E 62ND DR,Central Park,Under Construction,1,1,206535.0,2021-09-27,2021-09-29,,-104.874259,39.808904,BROOKFIELD (COLORADO) MANAGEMENT LLC,2021-LOG-0005959,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
19032 HIGH POINT BLVD SFR,19032 HIGH POINT BLVD SFR,19032 HIGH POINT BLVD SFR,DIA,Under Construction,1,1,153700.0,2022-03-17,2022-11-01,,-104.768415,39.818001,WILLIAM LYON HOMES INC,19032 HIGH POINT BLVD SFR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3149 W 35TH AVE SFD,3149 W 35TH AVE SFD,3149 W 35TH AVE SFD,West Highland,Under Construction,1,1,824000.0,2022-11-11,2023-09-28,,-105.028642,39.765729,DEN HOME BUILDERS LLC,3149 W 35TH AVE SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0008290,225 S LOWELL 1/2 - ADU,225 S LOWELL 1/2 - ADU,Barnum,Under Construction,1,1,67210.0,2022-09-09,2022-12-14,,-105.035152,39.71267,HABITAT FOR HUMANITY OF METRO DENVER INC,2022-LOG-0008290,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2245 S CORONA ST SFD,2245 S CORONA ST SFD,2245 S CORONA ST SFD,Rosedale,Under Construction,1,1,424967.0,2023-02-14,2023-10-30,,-104.97495,39.675849,ST MARTIN CONSTRUCTION CORP,2245 S CORONA ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1957 S HIGH ST SFD,1957 S HIGH ST SFD,1957 S HIGH ST SFD,University,Under Construction,1,1,225365.0,2022-10-11,2023-07-26,,-104.965428,39.681006,IRIS BUILDING GROUP INC (THE),1957 S HIGH ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2024-LOG-0007025,1337 N Bellaire ST ADU,1337 N Bellaire ST ADU,Hale,Under Construction,1,1,125000.0,2024-09-03,2025-01-21,,-104.937528,39.737177,ROBERT HOLLAND,2024-LOG-0007025,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0001853,6309 N HANOVER ST SUD,6309 N HANOVER ST SUD,Central Park,Under Construction,1,1,218469.0,2022-07-31,2022-11-15,,-104.866653,39.81121,BOULDER CREEK BUILDERS LLC,2022-LOG-0001853,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1244 N OSCEOLA 1,1244 N OSCEOLA 1,1244 N OSCEOLA 1,West Colfax,Under Construction,1,1,193137.0,2021-07-30,2022-01-21,,-105.037639,39.735504,5280 CONSTRUCTION & DEVELOPMENT LLC,1244 N OSCEOLA 1,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1571 N Vrain ST DUPLEX,1571 N Vrain ST DUPLEX,1571 N Vrain ST DUPLEX,West Colfax,Under Construction,1,1,271471.0,2023-05-12,2024-08-05,,-105.046576,39.74179,MAG BUILDERS INC,1571 N Vrain ST DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0000921,6358 N ELMIRA CT,6358 N ELMIRA CT,Central Park,Under Construction,1,1,352000.0,2022-03-04,2022-03-09,,-104.871798,39.811394,INFINITY HOME COLLECTION AT STAPLETON LLC,2022-LOG-0000921,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2020-LOG-0007122,2123 N GAYLORD ST,2123 N GAYLORD ST,City Park West,Under Construction,1,1,35000.0,2021-04-01,2021-04-19,,-104.96121,39.748689,LARRAZ BUILDING EXCELLENCE INC,2020-LOG-0007122,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0013901,6578 N CATHAY ST,6578 N CATHAY ST,DIA,Under Construction,1,1,261938.0,2021-12-13,2021-12-16,,-104.766583,39.816128,WILLIAM LYON HOMES INC,2021-LOG-0013901,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3712 N Zuni St 1/2 DUPLEX,3712 N Zuni St 1/2 DUPLEX,3712 N Zuni St 1/2 DUPLEX,Highland,Under Construction,1,1,443708.0,2023-06-12,2025-01-05,,-105.015658,39.768362,DIVINE DEVELOPMENT & CONSTRUCTION LLC,3712 N Zuni St 1/2 DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2511 S COLUMBINE ST SFD,2511 S COLUMBINE ST SFD,2511 S COLUMBINE ST SFD,University Park,Under Construction,1,1,800000.0,2023-03-21,2023-11-09,,-104.956794,39.670921,DUBLIN HOMES LLC,2511 S COLUMBINE ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2023-LOG-0012794,5070 N WALDEN WAY SFR,5070 N WALDEN WAY SFR,Gateway - Green Valley Ranch,Under Construction,1,1,128500.0,2023-12-29,2024-02-13,,-104.77515,39.788751,OAKWOOD HOMES LLC,2023-LOG-0012794,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1928 W 41st AVE,1928 W 41st AVE,1928 W 41st AVE,Sunnyside,Under Construction,1,1,0.0,2024-09-12,2024-09-15,,-105.009978,39.772791,PETTERSEN BRENT L,1928 W 41st AVE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1574 N GILPIN ST 1/2 DUPLEX,1574 N GILPIN ST 1/2 DUPLEX,1574 N GILPIN ST 1/2 DUPLEX,City Park West,Under Construction,1,1,319440.0,2022-10-17,2023-08-24,,-104.967048,39.741361,REDT CONSTRUCTION LLC,1574 N GILPIN ST 1/2 DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2751 CURTIS 1/2 DUPLEX,2751 CURTIS 1/2 DUPLEX,2751 CURTIS 1/2 DUPLEX,Five Points,Under Construction,1,1,230650.0,2023-03-16,2024-02-20,,-104.980745,39.758324,ABRAHAM PROPERTIES LLC,2751 CURTIS 1/2 DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0011938,4334 N LINCOLN ST 1/2,4334 N LINCOLN ST 1/2,Globeville,Under Construction,1,1,130352.0,2023-08-08,2023-08-16,,-104.986222,39.775877,PAYAN CONSTRUCTION,2022-LOG-0011938,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3612 N OSAGE ST SFD,3612 N OSAGE ST SFD,3612 N OSAGE ST SFD,Highland,Under Construction,1,1,386951.0,2023-03-20,2024-01-25,,-105.005122,39.767146,FIVE J CONSTRUCTION LLC,3612 N OSAGE ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3925 N VRAIN ST DUPLEX,3925 N VRAIN ST DUPLEX,3925 N VRAIN ST DUPLEX,Berkeley,Under Construction,1,1,340000.0,2021-11-15,2021-11-29,,-105.04643,39.771545,Q BUILDERS,3925 N VRAIN ST DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
5013 E Montview BLVD SFR,5013 E Montview BLVD SFR,5013 E Montview BLVD SFR,South Park Hill,Under Construction,1,1,1100000.0,2023-07-28,2024-04-20,,-104.929003,39.747784,RUHR VALLEY GENERAL CONTRACTING LLC,5013 E Montview BLVD SFR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0003145,4996 N JEBEL ST,4996 N JEBEL ST,Gateway - Green Valley Ranch,Under Construction,1,1,513164.0,2022-05-18,2022-06-08,,-104.748275,39.786543,OAKWOOD HOMES LLC,2022-LOG-0003145,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
285 N BANNOCK ST ST,285 N BANNOCK ST ST,285 N BANNOCK ST ST,,Under Construction,1,1,488200.0,2022-10-21,2023-10-30,,-104.681664,39.779913,Q BUILDERS,285 N BANNOCK ST ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4221 N NAVAJO,4221 N NAVAJO,4221 N NAVAJO,Sunnyside,Under Construction,1,1,400000.0,2022-09-30,2023-03-14,,-105.004439,39.77478,DENVER BUILDERS INC,4221 N NAVAJO,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2753 Curtis St 1/2 GARAGE,2753 Curtis St 1/2 GARAGE,2753 Curtis St 1/2 GARAGE,Five Points,Under Construction,1,1,14442.0,2023-03-16,2024-09-17,,-104.980791,39.75841,ABRAHAM PROPERTIES LLC,2753 Curtis St 1/2 GARAGE,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2019-LOG-0006114,2821 E CEDAR AVE 14,2821 E CEDAR AVE 14,Belcaro,Under Construction,1,1,1000000.0,2020-02-06,2020-07-17,,-104.954781,39.71378,ROG & WILCO CONSTRUCTION LLC,2019-LOG-0006114,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1125 N LEYDEN ST,1125 N LEYDEN ST,1125 N LEYDEN ST,Montclair,Under Construction,1,1,300000.0,2020-03-18,2020-07-27,,-104.915372,39.734148,AZCO NORTHWEST LLC,1125 N LEYDEN ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
1755 E 18TH 1755,1755 E 18TH 1755,1755 E 18TH 1755,City Park West,Under Construction,1,1,250233.0,2022-05-25,2022-10-11,,-104.966484,39.744924,SWIFT BUILDERS LLC,1755 E 18TH 1755,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
45 S Bellaire ST,45 S Bellaire ST,45 S Bellaire ST,Hilltop,Under Construction,1,1,788654.0,2024-02-12,2024-06-21,,-104.937589,39.715393,WELLS CONSTRUCTION LLC,45 S Bellaire ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
178 S Humboldt ST SFR,178 S Humboldt ST SFR,178 S Humboldt ST SFR,Washington Park,Under Construction,1,1,617909.0,2024-09-26,2025-01-31,,-104.969664,39.713346,DEVEX CONSTRUCTION LLC,178 S Humboldt ST SFR,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2022-LOG-0004559,708 N JERSEY ST,708 N JERSEY ST,Montclair,Under Construction,1,1,260000.0,2022-10-24,2022-11-01,,-104.919121,39.727094,TERCH CHRISTOPHER R,2022-LOG-0004559,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4211 N VALLEJO ST 1/2 DUPLEX,4211 N VALLEJO ST 1/2 DUPLEX,4211 N VALLEJO ST 1/2 DUPLEX,Sunnyside,Under Construction,1,1,350000.0,2022-11-10,2024-01-03,,-105.013731,39.774396,J&M DEVELOPMENT,4211 N VALLEJO ST 1/2 DUPLEX,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
171 S Dexter ST SFD,171 S Dexter ST SFD,171 S Dexter ST SFD,Hilltop,Under Construction,1,1,1027788.0,2022-10-20,2024-03-27,,-104.933047,39.713417,D G L CONST-SERV INC,171 S Dexter ST SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2021-LOG-0006798,1350 N CLAYTON ST 1/2,1350 N CLAYTON ST 1/2,Congress Park,Under Construction,1,1,122500.0,2021-08-19,2022-01-25,,-104.954915,39.737753,L & D ENTERPRISES LLC,2021-LOG-0006798,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
4331 N Raleigh ST,4331 N Raleigh ST,4331 N Raleigh ST,Berkeley,Under Construction,1,1,300000.0,2022-06-06,2024-06-07,,-105.04187,39.775857,"DAVIS INVESTMENTS, LLC",4331 N Raleigh ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2023-LOG-0001412,6192 N GALENA ST,6192 N GALENA ST,Central Park,Under Construction,1,1,415043.0,2023-04-20,2023-12-08,,-104.868326,39.808858,INFINITY HOME COLLECTION AT STAPLETON LLC,2023-LOG-0001412,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
441 N CLAYTON ST,441 N CLAYTON ST,441 N CLAYTON ST,Cherry Creek,Under Construction,1,1,516741.0,2021-10-10,2022-08-19,,-104.956057,39.7234,DUBLIN HOMES LLC,441 N CLAYTON ST,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
3270 W HAYWARD PL SFD,3270 W HAYWARD PL SFD,3270 W HAYWARD PL SFD,West Highland,Under Construction,1,1,345970.0,2022-11-09,2023-11-14,,-105.029703,39.759291,MAG BUILDERS INC,3270 W HAYWARD PL SFD,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
2020-LOG-0011289,6083 N CHESTER WAY 1/2,6083 N CHESTER WAY 1/2,Central Park,Under Construction,1,1,25000.0,2022-01-07,2022-01-14,,-104.878751,39.807678,AMQUIST CONSTRUCTION LLC,2020-LOG-0011289,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,permit_issued,,2026-02-16
